"election","election_date","locality","precinct","Early Voting","Election Day","Mailed Absentee","Provisional","Post-Election","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2024 November General","11/05/2024 00:00:00","NEWPORT NEWS CITY","322 - WARWICK","350","680","102","75","9","1216","1826","228","2054"
"2024 November General","11/05/2024 00:00:00","NEWPORT NEWS CITY","NEWPORT NEWS CITY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","101 - GRANBY","880","1162","393","127","41","2603","3931","434","4365"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","102 - OCEAN VIEW SCHOOL","472","482","125","53","13","1145","1835","256","2091"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","103 - NORTHSIDE","534","897","185","57","22","1695","2445","239","2684"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","104 - TITUSTOWN ","248","580","108","106","14","1056","2279","321","2600"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","106 - SECOND PRESBYTERIAN","805","1077","317","132","44","2375","3631","410","4041"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","107 - WESLEY","422","886","144","66","21","1539","2681","267","2948"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","201 - LARCHMONT SCHOOL","829","806","264","370","43","2312","3003","267","3270"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","203 - GHENT SQUARE","401","559","163","65","17","1205","1615","188","1803"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","207 - LAMBERT'S POINT","646","881","170","331","33","2061","3575","507","4082"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","208 - LARCHMONT LIBRARY","652","631","195","18","27","1523","1800","87","1887"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","210 - MAURY","731","887","240","87","44","1989","2699","371","3070"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","211 - CHRYSLER MUSEUM","1221","1154","493","150","63","3081","4140","555","4695"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","212 - PARK PLACE","393","710","86","91","22","1302","2305","297","2602"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","213 - TAYLOR ELEMENTARY SCHOOL","808","1124","293","87","48","2360","2967","275","3242"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","214 - VIRGINIA ZOO","873","1023","260","69","70","2295","2943","300","3243"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","215 - SUBURBAN PARK","523","812","233","54","21","1643","2252","145","2397"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","218 - WILLARD","1191","1138","419","54","83","2885","3623","212","3835"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","301 - BALLENTINE","601","774","186","59","25","1645","2835","295","3130"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","302 - TANNERS CREEK","280","649","111","49","20","1109","1919","272","2191"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","303 - BROAD CREEK","733","854","237","72","21","1917","3147","236","3383"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","304 - COLEMAN PLACE SCHOOL","248","563","94","35","16","956","1619","158","1777"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","305 - LAFAYETTE-WINONA","448","656","237","42","32","1415","2180","167","2347"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","306 - LINDENWOOD","325","597","136","45","17","1120","1830","178","2008"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","309 - NORVIEW","917","1435","347","107","50","2856","4797","437","5234"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","310 - ROSEMONT","716","1176","302","99","39","2332","3958","365","4323"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","311 - SHERWOOD","871","1519","305","138","32","2865","4868","410","5278"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","313 - UNION CHAPEL","224","474","59","36","7","800","1477","138","1615"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","402 - BERKLEY","473","635","105","48","10","1271","2084","130","2214"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","404 - CAMPOSTELLA","414","790","123","53","25","1405","2581","198","2779"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","405 - CHESTERFIELD","496","714","126","638","18","1992","3100","353","3453"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","406 - BARRON BLACK","424","687","150","42","28","1331","1917","142","2059"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","408 - CALVARY REVIVAL CHURCH","706","887","278","66","35","1972","3040","218","3258"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","409 - FAIRLAWN","379","792","196","41","16","1424","2147","195","2342"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","411 - RUFFNER ACADEMY","215","373","67","55","11","721","1535","248","1783"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","412 - INGLESIDE","525","750","163","48","24","1510","2128","247","2375"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","413 - POPLAR HALLS","888","978","301","92","34","2293","3628","380","4008"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","414 - YOUNG PARK","400","680","160","55","17","1312","2769","281","3050"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","415 - LAKE TAYLOR HIGH SCHOOL","492","814","199","57","32","1594","2619","225","2844"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","501 - BAYVIEW","823","1045","233","82","38","2221","3248","309","3557"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","503 - EAST OCEAN VIEW","1254","996","432","101","64","2847","3964","405","4369"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","504 - LARRYMORE","545","881","210","64","33","1733","2429","197","2626"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","505 - LITTLE CREEK","387","833","124","42","18","1404","2089","161","2250"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","506 - OCEAN VIEW GOLF COURSE","885","1152","256","95","42","2430","3964","462","4426"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","507 - PRETLOW","821","780","190","91","34","1916","3095","412","3507"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","509 - TARRALLTON","599","1075","229","75","41","2019","2959","275","3234"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","510 - THIRD PRESBYTERIAN","687","1169","187","73","37","2153","3052","230","3282"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","511 - CROSSROADS","633","1053","176","64","37","1963","3035","257","3292"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","512 - AZALEA GARDENS","426","617","144","42","15","1244","1713","162","1875"
"2024 November General","11/05/2024 00:00:00","NORFOLK CITY","NORFOLK CITY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","NORTHAMPTON COUNTY","101 - PRECINCT 1-1","916","623","225","19","11","1794","2260","139","2399"
"2024 November General","11/05/2024 00:00:00","NORTHAMPTON COUNTY","201 - PRECINCT 2-1","589","554","127","19","6","1295","1902","96","1998"
"2024 November General","11/05/2024 00:00:00","NORTHAMPTON COUNTY","301 - PRECINCT 3-1","416","596","156","15","","1183","1751","120","1871"
"2024 November General","11/05/2024 00:00:00","NORTHAMPTON COUNTY","401 - PRECINCT 4-1","822","499","137","14","4","1476","1929","85","2014"
"2024 November General","11/05/2024 00:00:00","NORTHAMPTON COUNTY","501 - PRECINCT 5-1","427","607","114","31","3","1182","1763","108","1871"
"2024 November General","11/05/2024 00:00:00","NORTHAMPTON COUNTY","NORTHAMPTON COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","NORTHUMBERLAND COUNTY","101 - 1A","716","638","97","18","2","1471","1837","77","1914"
"2024 November General","11/05/2024 00:00:00","NORTHUMBERLAND COUNTY","201 - 2A","969","502","79","22","","1572","1957","98","2055"
"2024 November General","11/05/2024 00:00:00","NORTHUMBERLAND COUNTY","301 - 3A","717","479","86","21","6","1309","1893","95","1988"
"2024 November General","11/05/2024 00:00:00","NORTHUMBERLAND COUNTY","401 - 4A","924","838","153","10","3","1928","2209","130","2339"
"2024 November General","11/05/2024 00:00:00","NORTHUMBERLAND COUNTY","501 - 5A","964","873","135","18","1","1991","2360","124","2484"
"2024 November General","11/05/2024 00:00:00","NORTHUMBERLAND COUNTY","NORTHUMBERLAND COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","NORTON CITY","001 - EAST WARD","804","707","101","44","1","1657","2547","160","2707"
"2024 November General","11/05/2024 00:00:00","NORTON CITY","NORTON CITY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","101 - PRECINCT 1-1","587","511","88","23","2","1211","1590","76","1666"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","201 - PRECINCT 2-1","714","731","40","33","2","1520","2047","126","2173"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","301 - PRECINCT 3-1","452","547","56","5","2","1062","1510","89","1599"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","302 - PRECINCT 3-2","138","180","15","3","","336","431","18","449"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","401 - PRECINCT 4-1","291","380","43","15","","729","1158","114","1272"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","402 - PRECINCT 4-2","180","368","22","5","","575","750","38","788"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","501 - PRECINCT 5-1","714","657","48","35","4","1458","1892","152","2044"
"2024 November General","11/05/2024 00:00:00","NOTTOWAY COUNTY","NOTTOWAY COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","101 - ONE WEST","756","1167","148","35","6","2112","2633","78","2711"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","102 - ONE EAST","655","755","97","21","7","1535","1939","66","2005"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","103 - ONE TOWN","257","448","64","21","3","793","1075","48","1123"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","201 - TWO WEST","894","918","128","29","3","1972","2615","84","2699"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","202 - TWO EAST","811","1435","154","46","8","2454","3123","130","3253"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","301 - THREE WEST","264","188","43","5","1","501","596","26","622"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","302 - THREE EAST","539","613","56","12","3","1223","1562","57","1619"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","303 - THREE TOWN","1055","912","219","43","13","2242","3048","183","3231"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","401 - FOUR WEST","784","1365","174","48","10","2381","3114","151","3265"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","402 - FOUR EAST","547","1290","239","58","8","2142","2840","156","2996"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","501 - FIVE SOUTH","632","1370","287","36","20","2345","2895","172","3067"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","502 - FIVE NORTH","863","1569","327","40","15","2814","3430","175","3605"
"2024 November General","11/05/2024 00:00:00","ORANGE COUNTY","ORANGE COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","PAGE COUNTY","101 - WEST LURAY","1148","1279","224","51","2","2704","3533","131","3664"
"2024 November General","11/05/2024 00:00:00","PAGE COUNTY","201 - EAST LURAY","1122","1398","165","36","3","2724","3523","144","3667"
"2024 November General","11/05/2024 00:00:00","PAGE COUNTY","301 - MARKSVILLE","1060","1710","163","43","3","2979","3833","121","3954"
"2024 November General","11/05/2024 00:00:00","PAGE COUNTY","401 - NEWPORT","835","1365","106","46","1","2353","3145","87","3232"
"2024 November General","11/05/2024 00:00:00","PAGE COUNTY","501 - SHENANDOAH","478","1898","150","53","1","2580","3331","101","3432"
"2024 November General","11/05/2024 00:00:00","PAGE COUNTY","PAGE COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","101 - ARARAT","133","477","26","16","","652","909","37","946"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","102 - CLAUDVILLE","165","374","40","15","2","596","804","13","817"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","103 - WILLIS GAP","105","524","30","20","","679","929","41","970"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","201 - DRY POND","190","273","10","6","","479","634","18","652"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","202 - PATRICK SPRINGS","323","434","30","12","2","801","1062","26","1088"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","203 - RUSSELL CREEK","334","386","55","3","2","780","984","37","1021"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","301 - CRITZ/STELLA","517","669","70","21","1","1278","1696","72","1768"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","302 - LIBERTY","235","452","19","8","","714","937","20","957"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","401 - MEADOWS OF DAN","197","554","66","17","1","835","1056","36","1092"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","402 - STUART FAIRGROUNDS","266","210","63","6","","545","796","50","846"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","403 - STUART COMMUNITY","254","165","26","8","2","455","595","27","622"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","502 - ELAMSVILLE","313","585","49","17","","964","1285","33","1318"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","503 - WOOLWINE","342","577","62","13","4","998","1298","34","1332"
"2024 November General","11/05/2024 00:00:00","PATRICK COUNTY","PATRICK COUNTY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","101 - FIRST WARD FIRST PRECINCT","598","690","212","55","17","1572","2829","380","3209"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","201 - SECOND WARD FIRST PRECINCT","727","1036","273","116","15","2167","3301","434","3735"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","301 - THIRD WARD FIRST PRECINCT","1088","948","327","77","25","2465","3546","297","3843"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","401 - FOURTH WARD FIRST PRECINCT","767","734","251","55","9","1816","2968","408","3376"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","501 - FIFTH WARD FIRST PRECINCT","685","633","203","113","6","1640","3013","391","3404"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","601 - SIXTH WARD FIRST PRECINCT","614","767","258","47","10","1696","3203","412","3615"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","701 - SEVENTH WARD FIRST PRECINCT","749","911","254","43","11","1968","3228","352","3580"
"2024 November General","11/05/2024 00:00:00","PETERSBURG CITY","PETERSBURG CITY PROVISIONALS","","","","","","","","",""
"2024 November General","11/05/2024 00:00:00","PITTSYLVANIA COUNTY","103 - TWIN SPRINGS","1153","1369","195","32","4","2753","3402","115","3517"
"2024 November General","11/05/2024 00:00:00","PITTSYLVANIA COUNTY","105 - CHATHAM","466","263","57","11","5","802","1041","85","1126"
"2024 November General","11/05/2024 00:00:00","PITTSYLVANIA COUNTY","106 - TUNSTALL","547","589","85","12","5","1238","1526","79","1605"
"2024 November General","11/05/2024 00:00:00","PITTSYLVANIA COUNTY","108 - WEST BLAIRS","268","413","37","6","5","729","888","31","919"
"2024 November General","11/05/2024 00:00:00","PITTSYLVANIA COUNTY","201 - CALLANDS","328","668","44","15","2","1057","1306","39","1345"
"2024 November General","11/05/2024 00:00:00","PITTSYLVANIA COUNTY","202- BEARSKIN","230","324","41","7","3","605","826","33","859"
